排名,游戏名称,公司名称,分类,评分,评分人数,安装次数+,更新日期,大小M,当前版本,包名,网站,联系方式
296,Looper,Danny Cruz,街机,4.4,"22,714","1,000,000",2017年8月1日,24,1.2.3,io.danielcruz.sines,,notdannysemail@gmail.com
297,Foosball,Raise IT Solutions Ltd.,体育,3.7,26,"10,000",2017年11月5日,1.5,1.0,com.raiseitsolutions.foosball,http://www.raiseitsolutions.com,apps@raiseit-bd.com
298,NBA LIVE Mobile Basketball,ELECTRONIC ARTS,体育,4.4,"1,841,523","50,000,000",2018年12月3日,84,3.2.00,com.ea.gp.nbamobile,http://www.ea.com/android,help@eamobile.com
299,数独 - 经典益智休闲游戏,"Card Games, HHS Daily",益智,4.5,226,"5,000",2018年12月12日,23,1.3.4,com.free.puzzle.games.sudoku,,google@caelumart.com
300,Draw In,Lion Studios,街机,4.2,"64,890","10,000,000",2018年9月21日,81,1.1.3,com.supertapx.drawin,https://lionstudios.cc/,supertapx@lionstudios.cc
301,儿童医生：牙医,Games from YovoGames !,角色扮演,4.2,"23,318","10,000,000",2018年9月12日,21,1.1.2,com.YovoGames.dentist,http://www.yovogames.com,yovogames@gmail.com
302,Pixel Royale Battles — Survival & Shooter online,Pixel Royale Games for free,动作,5.0,7,100,2018年11月29日,90,1.0,battle.royale.survival.battleground,,gdevloizou@gmail.com
303,Gacha Studio (Anime Dress Up),Lunime,休闲,4.7,"288,333","5,000,000",2017年10月17日,56,2.0.3,air.com.lunime.gachastudio,http://Lunime.com,Lunimegames@gmail.com
304,说话的小熊免费,Talking Games - Free Games for Kids,休闲,4.1,"28,278","5,000,000",2018年11月19日,58,2.1.4.2,com.gi.talkinggummybear,http://www.mytalkingtoys.com,info@mytalkingtoys.com
305,Bubble Shooter - Classic Pop,Casual Candy Match,休闲,4.7,102,"10,000",2018年12月11日,31,1.0.4,com.Bubble.Shooter.Classic.Pop,,bubblego2016@gmail.com
306,Taxi City 1988 V1,StrongUnion Games,模拟,4.4,"3,675","100,000",2018年12月8日,82,1.0.3,com.Taxi.Game,http://stronguniongames.com,Berkutgame@gmail.com
307,Metal Soldiers 2,Play365,动作,4.4,"189,007","10,000,000",2018年12月5日,因设备而异,1.11.2,com.playappking.ametalsoldiers2,,TameikaHastin@gmail.com
308,Cash Show - Win Real Cash!,Zentertain,知识问答,4.5,"46,417","1,000,000",2018年10月11日,55,2.16.0,com.spacegame.cashshow,http://www.zentertain.net,cash.show@zentertain.net
309,Photo Finish: 赢得杯赛挑战！,Tilting Point,体育,4.8,"213,455","5,000,000",2018年7月9日,75,87.01,com.thirdtime.derbyking,http://www.facebook.com/photofinishgame/,support@thirdtimegames.com
310,Moto Bike Race,Motor Games,竞速,4.6,15,"1,000",2018年12月9日,8.1,1.1,com.bikerace.motoroc,,sinanatac6288@gmail.com
311,Drive Ahead!,Dodreams Ltd.,竞速,4.5,"1,060,404","50,000,000",2018年12月2日,93,1.76.1,com.dodreams.driveahead,http://www.dodreams.com,driveahead@dodreams.com
312,宝石消消Crush2019,Create Enjoyful Game,冒险,4.6,34,"5,000",2018年12月6日,22,1.0,com.m2studio.jewelcrush2019,,cliu9000@gmail.com
313,Sandiego Inc.,Think Tesla Studios,休闲,4.3,"4,237","100,000",2018年4月22日,34,1.8,com.thinkteslastudios.sandiego,http://www.thinkteslastudios.com,support@thinkteslastudios.com
314,Word Trip,PlaySimple Games,文字,4.6,"105,228","1,000,000",2018年12月7日,因设备而异,因设备而异,in.playsimple.wordtrip,https://playsimple.in,support@playsimple.in
315,体操巨星 — 一路旋转走向金牌！,Coco Play By TabTale,角色扮演,4.6,"335,125","10,000,000",2018年9月26日,35,1.1.9,com.cocoplay.gymnastic.star,https://www.tabtale.com/%20,WeCare@TabTale.com
316,Gachaverse (RPG & Anime Dress Up),Lunime,角色扮演,4.8,"286,197","1,000,000",2018年6月22日,94,0.7.8,air.com.lunime.gachaverse,http://Lunime.com,Lunimegames@gmail.com
317,Hoopit,Vivala Technologies Ltd.,体育,4.3,68,"10,000",2018年12月3日,14,1.4.2,com.vivalasport.hoopit,https://www.hoopit.app/,support@vivala-sport.com
318,4 in a row king,mobirix,桌面和棋类,4.2,"37,740","5,000,000",2018年11月7日,6.4,24.0,com.mobirix.connectfour,https://www.facebook.com/mobirixplayen,help@mobirix.com
319,Calling of Angels,WangYiDeGame,角色扮演,4.4,307,"5,000",2018年12月7日,32,9.0,com.calling.angel,,wangyi666haha@gmail.com
320,Best Escape Games 118 Surprised Penguin Escape,Best Escape Games,益智,4.9,98,"1,000",2018年12月9日,14,1.0.0,air.com.bestescapegames.BestEscapeGames118SurprisedPenguinEscapeGame,http://www.kingescapegames.com,bestescapegames@gmail.com
321,冷酷灵魂：黑暗幻想生存游戏,Kefir!,角色扮演,4.5,"250,329","5,000,000",2018年12月4日,97,1.6.1,fantasy.survival.game.rpg,http://grimsoulgame.com/,support@grimsoulgame.com
322,Wood Color Block: Puzzle Game,LHP Studio,桌面和棋类,4.7,113,"10,000",2018年9月4日,27,1.2,com.lhpstudio.woodblockcolor,http://linhngsg.blogspot.com,ttp2808@gmail.com
323,Extreme Car Driving Simulator,AxesInMotion Racing,竞速,4.4,"2,435,526","100,000,000",2018年10月2日,53,4.17.6,com.aim.racing,http://www.axesinmotion.com,support@axesinmotion.com
324,KUBOOM,ip nobodyshot,动作,4.4,"169,972","10,000,000",2018年11月29日,52,1.86,com.Nobodyshot.kuboom,http://nobodyshot.ru,kuboom@nobodyshot.com
325,王国纪元 (Lords Mobile),IGG.COM,策略,4.4,"3,670,291","100,000,000",2018年11月29日,因设备而异,1.85,com.igg.android.lordsmobile,http://www.igg.com,help.lordsmobile.android@igg.com
326,Bingo Blaze - Free Bingo Games,avid.ly games,赌场,4.8,"40,125","500,000",2018年12月8日,94,2.1.6,com.bingo.blaze.free,,bingoblaze@avid.ly
327,Bendy in Nightmare Run,Joey Drew Studios,街机,4.7,"33,160","1,000,000",2018年10月21日,41,1.4.3522,com.jds.binr,http://bendyrun.com,binr@joeydrewstudios.com
328,Foodpia Tycoon,STORMX,模拟,4.7,"32,627","1,000,000",2018年11月29日,35,1.3.9,com.stormx.gob,http://www.stormxgames.com,support@stormxgames.com
329,Total Poker - Online Casino,Total Games LLC,赌场,4.6,100,"5,000",2018年12月5日,68,0.130.320,com.totalgames.totalpoker,http://totalgames.io,info@totalgames.io
330,Exploration Craft Pocket Edition,Jupiter-Juno Apps,模拟,4.0,"5,771","100,000",2018年10月1日,23,BuildingBlocks,com.explorationcraftpocketedition,,xqfijhdk@gmail.com
331,International Fashion Stylist: Model Design Studio,Games2win.com,角色扮演,4.3,"77,812","5,000,000",2018年11月23日,因设备而异,2.7,air.com.games2win.internationalfashionstylist,http://www.games2win.com,android@games2win.com
332,"Chuck E.'s Skate Universe","Chuck E. Cheese's",动作,3.9,"95,985","10,000,000",2017年1月10日,44,1.12,com.cec.skateuniverse,http://www.chuckecheese.com,memories@cecentertainment.com
333,Dune!,VOODOO,街机,4.0,"246,612","10,000,000",2018年11月16日,42,4.5.4b,io.voodoo.dune,http://voodoo.io,support@voodoo.io
334,Car Simulator 2018,Mobimi Games,竞速,4.5,"11,149","1,000,000",2018年3月7日,52,1.2.0,com.MobimiGames.CarSimulator2018,http://www.mobimigames.com/,mobimigames@gmail.com
335,Emo Down,Machbird Studio,益智,4.3,211,"50,000",2018年12月11日,26,1.5.9,com.machbird.emo_down,,gavinchen7179@gmail.com
336,《劳德之家：终极树屋》,Nickelodeon,模拟,4.4,"31,770","1,000,000",2018年11月14日,72,1.4,com.mtvn.loudhouseapp,http://nick.com/appsupport,appsupport@nick.com
337,Bike Race 免費版 - 最棒的免費遊戲,Top Free Games.,竞速,4.5,"2,674,647","100,000,000",2018年12月6日,28,7.7.16,com.topfreegames.bikeracefreeworld,https://www.topfreegames.com,support+bikeraceandroid@topfreegames.com
338,Buca!,Puvs,街机,3.7,3,100,2018年12月9日,2.7,1.0,com.games.bucca,,lsk78np@gmail.com
339,Slithering Snake.io,Glad Games,动作,4.0,"2,635","500,000",2018年12月11日,23,1.3,com.gladgames.slitheringsnake,,gladgamessingapore@gmail.com
340,Parking Mania,Mobirate,竞速,3.8,19,"1,000",2018年12月3日,77,1.0.0,com.mobirate.parkingmania1,http://mobirate.com,support@mobirate.com
341,Cookie Cats Blast,Tactile Games,益智,4.9,"27,871","500,000",2018年12月11日,75,1.7.2,dk.tactile.cookiecatsblast,https://tactilegames.com/,cookiecats@tactile.dk
342,Cornhole Ultimate: 3D Bag Toss,"Re:Creative Studios, LLC",体育,3.9,"5,440","500,000",2018年7月29日,67,4.2.1,com.recreativestudios.ultimatecornhole3d,http://www.recreativestudios.com,recreativeapps@gmail.com
343,"RuPaul's Drag Race: Dragopolis",So Much Drama Studios,街机,4.1,"2,459","100,000",2015年7月24日,20,2.1.5,com.dragopolis.Dragopolis,http://www.somuchdramastudios.com,support@somuchdramastudios.com
344,Hill Climb Racing 2 - 爬坡赛2,Fingersoft,竞速,4.6,"3,043,563","100,000,000",2018年12月12日,因设备而异,1.22.1,com.fingersoft.hcr2,http://www.fingersoft.net,support@fingersoft.net
345,我的宠物Pou,Zakeh,休闲,4.3,"10,659,173","500,000,000",2018年5月25日,24,1.4.77,me.pou.app,http://www.pou.me,pouhelp@gmail.com
346,Deck Your Halls,Freeform,休闲,3.8,13,"1,000",2018年12月7日,65,1.0.1,com.freeform.deckyourhalls,http://freeform.com/,freeformd@gmail.com
347,Cat Evo – Adopt Cat Simulator Virtual Pet Kitten,ChiliGames,模拟,4.5,33,"1,000",2018年11月25日,47,1.0.3,com.chiligames.evocatsvirtualpets,,chiligamesmobile@gmail.com
348,Popatropalis 2,Never Sun,街机,4.1,7,500,2018年11月28日,92,v00.02.95,com.NeverSun.Popa2,https://neversun.us/Games/Pop2,ryan@neversun.us
349,Sling Drift,tastypill,动作,4.2,"121,266","10,000,000",2018年12月10日,35,2.3,com.rubygames.slingdrift,http://tastypill.com/,support@tastypill.com
350,Flick Kick Field Goal Kickoff,PIKPOK,体育,3.9,"13,135","1,000,000",2015年5月28日,30,1.6.0,com.pikpok.kikfgko,http://www.pikpokgames.com,support@pikpok.com
351,富贵熊猫娱乐场 – 最新免费澳门赌场正宗多福巨奖老虎机,BBSlots Gaming,赌场,4.4,13,500,2018年11月19日,53,18.46.1,com.bbg.panda.slots,,fortunepandaslots@bigbang.games
352,Basketball Stars,Miniclip.com,体育,4.4,"924,855","10,000,000",2018年12月12日,45,1.19.0,com.miniclip.basketballstars,http://www.miniclip.com/,support@miniclip.com
353,无,无,无,无,无,无,无,无,无,com.xchange.egi,无,无
354,AdVenture Capitalist,Kongregate,模拟,4.6,"1,421,019","10,000,000",2018年12月4日,54,6.3.5,com.kongregate.mobile.adventurecapitalist.google,http://hyperhippogames.com/,adventurecapitalist@hyperhippo.ca
355,Troll Face Quest Horror 2: ?Halloween Special?,Spil Games,益智,4.6,"30,563","1,000,000",2018年10月19日,45,0.9.1,air.com.spilgames.trollfacequesthorror2.scary.adventure,http://spilgames.com,appsupport@spilgames.com
356,Monster Run: Jump Or Die,VGames Studios,冒险,3.7,98,"10,000",2018年12月10日,47,1.0.5,com.inno.twenty.monsterrun,https://www.facebook.com/Inno-Twenty-Game-Studio-2040845409282701,innotwentygames@gmail.com
357,Ultimate Car Driving Simulator,TopRacing Games,竞速,4.5,"176,698","10,000,000",2018年9月3日,95,3.0.1,com.sir.racing.ultimatecardrivingsimulator,,goldenbraingames@gmail.com
358,Fishing Talent,Hippo Mobile,休闲,4.3,209,"5,000",2018年12月8日,33,1.3,com.hippogames.fishingtalent,,hippomobile2018@gmail.com
359,汤姆猫跑酷,Outfit7 Limited,动作,4.6,"3,042,106","100,000,000",2018年12月6日,因设备而异,3.0.4.158,com.outfit7.talkingtomgoldrun,http://outfit7.com/contact/android/,support@outfit7.com
360,Axe Climber,Green Panda Games,街机,4.1,"6,468","1,000,000",2018年12月6日,51,1.83,com.madfatcat.axeclimber,,support@greenpandagames.com
361,Chaseсraft,UIL Media,动作,4.8,"6,953","100,000",2018年11月28日,76,0.10,com.uilmedia.chasecraft,http://www.playchasecraft.com,support@playchasecraft.com
362,The Sims? FreePlay,ELECTRONIC ARTS,模拟,4.3,"943,126","10,000,000",2018年12月3日,34,5.42.0,com.ea.games.simsfreeplay_na,http://www.firemonkeys.com.au/support%20,help@eamobile.com
363,Skip-Bo? Free,Magmic Inc,卡牌,3.5,"53,596","1,000,000",2018年12月11日,60,3.5.3,com.magmic.googleplay.skipbo.free,http://www.magmic.com,uv-support@magmic.com
364,Dunk Hoop,Ketchapp,体育,4.4,"5,155","1,000,000",2017年12月23日,27,1.1,com.ketchapp.dunkhoop,http://www.ketchappgames.com,support@ketchappgames.com
365,Sonic Dash 2: Sonic Boom,SEGA,街机,4.5,"518,245","50,000,000",2018年10月1日,66,1.7.17,com.sega.sonicboomandroid,https://help.sega.net/,help@sega.net
366,Crafting Grind,MiniQ CS.,街机,4.3,7,"1,000",2018年12月3日,17,1.0.1,com.brlapdandroidapps,,TangKaYan89@gmail.com
367,Merge Money,VGames Studios,休闲,4.6,22,"1,000",2018年12月7日,35,1.0.3,com.vgames.mergemoney,,vgamesdev@gmail.com
368,Magic Twist: Twister Music Ball Game,AMANOTES,音乐,4.6,"34,375","1,000,000",2018年12月1日,因设备而异,1.3.2,com.amanotes.pamamagictwist,http://amanotes.com,pama.support@amanotes.com
369,Turbo Dismount?,Secret Exit Ltd.,模拟,4.4,"680,558","10,000,000",2018年10月1日,90,1.33.0,com.secretexit.turbodismount,http://secretexit.com/,tdsupport-android@secretexit.com
370,Truth Or Dare,Marco Studios,休闲,4.2,"49,122","5,000,000",2018年12月3日,6.4,9.4.1,macrostudios.truthordare,,marcostudios40@gmail.com
371,Guess the Logo: Ultimate Quiz,Logos Box,知识问答,4.6,"60,070","5,000,000",2018年12月7日,20,1.3.2,com.taplane.logoquizm,http://games.taplane.com/,contact@taplane.com
372,Terrarium: Garden Idle,Green Panda Games,模拟,4.7,"97,057","1,000,000",2018年12月5日,37,1.13,sk.phx.terrarium,http://greenpandagames.com/fr,support@greenpandagames.com
373,Super Mario Run,"Nintendo Co., Ltd.",动作,3.7,"1,277,548","100,000,000",2018年7月12日,70,3.0.11,com.nintendo.zara,https://supermariorun.com/,supermariorun-support@nintendo.co.jp
374,Era of Celestials,GTarcade,角色扮演,4.5,"213,723","10,000,000",2018年12月7日,99,1.276.168341,com.gtarcade.eoa,https://eoc.gtarcade.com/,gtarcade.eoc@gmail.com
375,FunnyJoy - Brain On Line,FunnyJoy,益智,3.5,881,"100,000",2018年11月14日,21,1.1.6,com.funnyjoy.brainline,,Sophia1886@hotmail.com
376,Dinosaur Hunt 2018,Timuz Games,动作,4.2,"23,505","10,000,000",2018年12月3日,71,2.9,com.bestfreegames.dinosaurhunt2018,http://bestfreegames.co/,games@bestfreegames.co
377,Paper.io,VOODOO,街机,4.2,"391,856","10,000,000",2018年11月13日,53,3.7.6,io.voodoo.paperio,http://www.voodoo.io,support@voodoo.io
378,Flick Quarterback 19,Full Fat,体育,4.5,"31,995","1,000,000",2018年12月6日,97,4.1_21,com.fullfat.android.quarterback16,http://www.full-fat.com,appsupport@full-fat.com
379,Dragon City,Social Point,模拟,4.6,"6,653,333","100,000,000",2018年11月28日,98,8.7.2,es.socialpoint.DragonCity,http://www.socialpoint.es,info@socialpoint.es
380,Glow Hockey,Natenai Ariyatrakool,街机,4.1,"1,717,175","100,000,000",2018年7月22日,因设备而异,1.3.8,com.natenai.glowhockey,http://www.natenai.com/iphone/glow_hockey/,glowhockey@natenai.com
381,The Symmetry Drawing Puzzle,ChillGame,益智,4.2,265,"10,000",2018年12月7日,38,1.0,com.symmetry.drawing.puzzle.killingtime,,relaxgamestudio10@gmail.com
382,Coloring artbook,Paleblue,桌面和棋类,4.6,131,"50,000",2018年12月11日,21,1.0.9,com.paleblue.coloring_artbook,,paleblue.co.kr@gmail.com
383,"Pixel Art, Pixel Color by Number - Pixel Pop",Magic Arts,益智,4.7,"3,175","500,000",2018年12月6日,13,1.2.26,com.bongolight.pixelcoloring,,magicart.feedback@gmail.com
384,帐篷与树谜题,Frozax Games,益智,4.6,"18,171","100,000",2018年3月10日,23,1.3.3,com.frozax.tentsandtrees,http://www.frozax.com,frozax@frozax.com
385,Smashy Road: Wanted,Bearbit Studios B.V.,动作,4.3,"553,681","10,000,000",2018年5月29日,52,1.2.6,com.rkgames.smashywanted,http://www.smashyroad.com/,support@bearbitstudios.com
386,Best Escape Game 526 Brutal Monster Escape Game,Best Escape Game,益智,4.8,90,"1,000",2018年12月9日,14,1.0.0,air.com.bestescapegame.BestEscapeGame526BrutalMonsterEscapeGame,http://www.games4king.com/,games4kinginfo@gmail.com
387,Overlords of Oblivion,Neocraft Limited,角色扮演,4.4,"7,819","100,000",2018年11月30日,22,1.0.19,com.emagroups.ic,,developer@neocraftstudio.com
388,Creature Quest - Strategy RPG,"VC Mobile Entertainment, Inc.",角色扮演,4.5,"39,479","500,000",2018年11月17日,68,47.16.1159,net.vcmobile.creaturequest,http://creaturequest.com,help@vcmobile.net
389,VR Thrills: Roller Coaster 360 (Google Cardboard),Rabbit Mountain,模拟,4.0,"28,453","5,000,000",2018年12月12日,因设备而异,1.9.3,com.rabbitmountain.rollercoaster,http://www.rabbitmountain.com,support@rabbitmountain.com
390,Z Hunter,Mu Zi,角色扮演,4.5,490,"10,000",2018年12月6日,75,0.0.130,com.carolgames.zhunter,,zhunter@carolgames.com
391,孩子们的医生：娃娃医院,Hippo Baby Games for Girls and for Boys,休闲,4.6,"1,062","100,000",2018年10月5日,50,1.0.9,com.hippo_kids_games.veterinary_clinic.hospital_toy_doll_doctor,http://www.clearinvest-ltd.com,hippo.kidsgames@gmail.com
392,河马海滩冒险,Hippo Baby Games for Girls and for Boys,冒险,4.6,"11,811","1,000,000",2018年12月10日,53,1.2.0,com.PSVStudio.HippoBabyBall,http://psvgamestudio.com,hippo.kidsgames@gmail.com
393,Vikings: War of Clans,Plarium LLC,策略,4.5,"794,297","10,000,000",2018年11月22日,75,因设备而异,com.plarium.vikings,http://www.plarium.com,games.support@plarium.com
394,"Vampire's Fall: Origins",Early Morning Studio,角色扮演,4.7,"23,463","100,000",2018年11月17日,95,1.0.48,com.earlymorningstudio.vampiresfall2,,vampiresfall@gmail.com
395,"Five Nights at Freddy's 2 Demo",Scott Cawthon,策略,4.3,"1,541,923","50,000,000",2014年11月15日,40,1.07,com.scottgames.fnaf2demo,http://www.scottgames.com,fazbearhelp@yahoo.com
396,MicroLearner,Ringorang Worldwide LLC,休闲,5.0,2,100,2018年12月10日,45,2.176,com.vergence.ringorang.xamarin,https://www.ringorang.com,support@ringorang.com
397,Angry Birds Classic,Rovio Entertainment Corporation,街机,4.4,"5,631,924","100,000,000",2018年12月5日,99,8.0.0,com.rovio.angrybirds,https://www.rovio.com,support@rovio.com
398,河马的故事：海盗游戏,Hippo Baby Games for Girls and for Boys,教育,4.5,"1,385","500,000",2018年9月25日,37,1.1.2,com.hippo.FlagSkull,http://www.clearinvest-ltd.com,hippo.kidsgames@gmail.com
399,Angry Birds 2,Rovio Entertainment Corporation,休闲,4.6,"4,148,512","100,000,000",2018年12月6日,60,2.24.1,com.rovio.baba,https://www.rovio.com,support@rovio.com
400,金钱粉碎王,Applecheer Studio,休闲,3.7,173,"10,000",2018年12月12日,23,因设备而异,com.fancygame.crusher,,jendison1988@gmail.com
401,乐高?儿童 Create & Cruise,LEGO System A/S,教育,4.1,"706,666","50,000,000",2018年1月19日,73,6.7.5222,com.lego.bricksmore,http://service.lego.com/contactus,android@lego.com
402,TRYBIT2,"HIMACS, Ltd.",动作,4.4,335,"10,000",2018年12月4日,44,1.1.1,jp.himacs.smartapp.trybit2,https://www.himacs.jp/sp/app/trybit2/,himacs-smartapp@himacs.co.jp
403,Family Feud? Live!,UMI Mobile,知识问答,4.1,"18,495","1,000,000",2018年12月5日,33,2.8.6,com.umi.feudlive,http://www.umi-mobile.com,support@umi-mobile.com
404,Minecraft,Mojang,街机,4.5,"2,537,202","10,000,000",2018年12月11日,因设备而异,1.8.0.24,com.mojang.minecraftpe,http://help.mojang.com,android-help@mojang.com
405,Logo Game: Guess Brand Quiz 图标游戏: 品牌竞猜,Logos Box,知识问答,4.2,"124,858","10,000,000",2018年12月7日,26,4.7.3,com.msi.logogame,http://games.taplane.com/,contact@taplane.com
406,Block Puzzle,Block Puzzle Jewel Games,益智,4.6,"2,623","500,000",2018年12月6日,7.9,1.1.2,blockpuzzle.new1010.jewelgames.puzzlegames,,2281266810@QQ.COM
407,Stick War: Legacy,Max Games Studios,策略,4.6,"929,220","10,000,000",2018年12月12日,76,1.9.30,com.maxgames.stickwarlegacy,http://www.maxgames.com,mobile@maxgames.com
408,Idle Farming Empire,Futureplay,模拟,4.6,"190,350","5,000,000",2018年11月29日,50,1.13.0,com.futureplay.boots,http://www.futureplaygames.com,support@futureplaygames.com
409,Tap Tap Dunk,WonderlandGame,冒险,3.6,245,"100,000",2018年11月9日,24,1.0.18,com.dg.flappydunk,,longjingjing2018@gmail.com
410,Smash Hit,Mediocre,街机,4.5,"4,240,757","100,000,000",2015年11月26日,79,1.4.0,com.mediocre.smashhit,http://www.smashhitgame.com,smashhit@mediocre.se
411,Word Link 2 - Collect Word 2019,"Mobigame Inc.,",文字,4.5,76,"5,000",2018年12月12日,34,1.0.3,com.woldlink.game.connect,,max.stepanav@gmail.com
412,Undervault,Andriy Bychkovskyi,角色扮演,4.4,"2,625","100,000",2018年11月21日,43,1.2.2,com.Undervault,https://undervault.net,hello@undervault.net
413,Hunt It,Play365,动作,4.4,"14,763","1,000,000",2017年1月30日,40,1.0.2,com.mastercomlimited.huntit,,TameikaHastin@gmail.com
414,烹饪学校：女孩游戏,Hippo Baby Games for Girls and for Boys,教育,4.5,"20,842","1,000,000",2018年10月24日,67,1.2.1,com.PSV.Baby_Cooking_School,http://psvgamestudio.com,hippo.kidsgames@gmail.com
415,"Wawa Games - Indonesia's 1st Live Arcade Games",Wawa Games,街机,4.4,11,"1,000",2018年12月10日,39,181210001,games.wawa,http://wawa.games/,hello@wawa.games
416,School Girls Simulator,Meromsoft,模拟,4.6,"282,254","10,000,000",2018年12月8日,86,1.0,com.Meromsoft.SchoolGirlsSimulator,https://twitter.com/meromsoft,kazu.yasutake@gmail.com
417,NY Police Battle Bank Robbery Gangster Crime,Desert Safari Studios,动作,4.4,111,"10,000",2018年11月28日,99,1.0,com.dss.bank.robbers.police.battle.game,http://www.desertsafaristudio.com,desertsafaristudios@gmail.com
418,Hot Wheels: Race Off,Hutch Games,竞速,4.5,"568,758","50,000,000",2018年9月14日,97,1.1.11277,com.hutchgames.hotwheels,http://www.hutchgames.com,support@hutchgames.com
419,Piano Solo - Classical Magic Game White Tiles 4,AMANOTES,音乐,4.5,"43,763","5,000,000",2018年12月5日,因设备而异,2.0.7,com.amanotes.classicalpiano,,support@amanotes.com
420,Sumotori Sports - 2017 最有趣的相扑休闲游戏合集,zhou chun game,动作,3.8,"6,427","1,000,000",2018年11月28日,45,3.1.0,com.zhouchungame.su,,zhouchungame@gmail.com
421,暗影格斗 2,NEKKI,动作,4.6,"11,466,507","100,000,000",2018年7月2日,88,1.9.38,com.nekki.shadowfight,https://nekki.helpshift.com/a/shadow-fight-2/?p=android,support@nekki.mail.helpshift.com
422,Sky Islands - Avatar Maker & Anime Dress Up,Suga Studio,模拟,4.2,"9,617","500,000",2018年12月7日,61,3.6,com.sugastudio.skyislands,https://www.facebook.com/SkyIslandsSUGA/,support@sugastudio.com
423,Kavi Escape Game 497 Find Zombie Game,Kavi Games,益智,4.6,98,"1,000",2018年12月8日,14,1.0.0,air.com.kavigames.KaviEscapeGame497FindZombieGame,http://kavigames.com,kavigames2016@gmail.com
424,舞蹈校园故事—— 圆梦舞蹈,Crazy Labs by TabTale,角色扮演,4.4,"109,721","1,000,000",2018年10月26日,38,1.1.0,com.crazylabs.dance.school,https://www.tabtale.com,WeCare@TabTale.com
425,MARVEL 蜘蛛侠：极限,Gameloft,动作,4.2,"2,364,732","100,000,000",2018年11月26日,50,4.5.3a,com.gameloft.android.ANMP.GloftSIHM,http://www.gameloft.com/,android.support@gameloft.com
426,我的面包房帝国 - 烘烤、装饰和出售蛋糕,Coco Play By TabTale,角色扮演,4.5,"177,615","10,000,000",2018年8月15日,78,1.0.7,com.cocoplay.sweet.bakery,https://www.tabtale.com/,WeCare@TabTale.com
427,Taxi: Revolution Sim 2019,StrongUnion Games,模拟,4.4,"5,990","500,000",2018年7月17日,85,0.0.3,com.TaxiSim.CarGame,https://www.stronguniongames.com,Berkutgame@gmail.com
428,Idle Factory Tycoon,Kolibri Games,模拟,4.7,"144,462","5,000,000",2018年12月11日,65,1.43.0,com.fluffyfairygames.idlefactorytycoon,https://www.idle-factory-tycoon.com/,community@idle-factory-tycoon.com
429,Faily Rider,Spunge Games Pty Ltd,动作,4.3,"40,814","5,000,000",2018年8月1日,63,5.3,com.spungegames.failybikes,https://www.facebook.com/SpungeGames,marketing@spungegames.com
430,DragonVale,Backflip Studios,模拟,4.3,"358,455","10,000,000",2018年12月4日,87,4.12.0,com.backflipstudios.android.dragonvale,http://www.backflipstudios.com,androidsupport@backflipstudios.com
431,女造型师——让我美美哒！,Coco Play By TabTale,角色扮演,4.4,"110,395","10,000,000",2018年7月31日,81,1.0.5,com.cocoplay.stylist.girl,https://www.tabtale.com,WeCare@TabTale.com
432,小马姐妹圣诞节 - 壁炉旁的温馨平安夜,TutoTOONS,教育,4.3,"1,081","500,000",2018年10月26日,42,2.0.2,com.tutotoons.app.ponysisterschristmas.free,http://www.tutotoons.com,support@tutotoons.com
433,Th? Thách SlenderMan Pocket Edition,Ayah Sujana,动作,5.0,4,500,2018年12月5日,41,1.0.1,com.whaapsgames.slendermanTM,http://ayahsujana.com,support@ayahsujana.com
434,台球城,MOUNTAIN GAME,体育,4.5,"775,343","50,000,000",2018年10月25日,20,2.6,com.billiards.city.pool.nation.club,,zhangli332211@gmail.com
435,Blocky Roads,DogByte Games,竞速,4.2,"420,405","10,000,000",2018年6月19日,18,1.3.4,com.crescentmoongames.blocky_roads,http://www.dogbytegames.com,support@dogbytegames.com
436,Best Escape Game 525 Happy Warlock Rescue Game,Best Escape Game,益智,4.8,123,"1,000",2018年12月8日,13,1.0.0,air.com.bestescapegame.BestEscapeGame525HappyWarlockRescueGame,http://www.games4king.com/,games4kinginfo@gmail.com
437,Slendrina:The Cellar (Free),DVloper,街机,4.3,"373,945","10,000,000",2018年5月31日,40,1.8.1,com.dvloper.slendrinacellarfree,,dvloper.apps@gmail.com
438,Happy Soccer Physics - 2017有趣的足球游戏合集,WinterGameStudio,动作,4.4,"54,742","5,000,000",2018年12月6日,42,3.6.0,com.wintergame.happysoccerphysics,,wintergame1015@gmail.com
439,Red Ball Adventure,Jet Manning,冒险,4.3,37,"10,000",2018年12月4日,88,1.0.1,ballsadventure.funny.savegirl,,jetmanning125@gmail.com
440,Battle Royale in Early Access,FlyingBeagle Limited,动作,4.6,981,"10,000",2018年12月8日,45,1.0.36,com.FlyingBeagleGames.BattleRoyale,http://www.flyingbeaglegames.com,flyingbeagle.dev@gmail.com
441,轮滑女孩—— 轮上之舞,Coco Play By TabTale,角色扮演,4.6,"166,408","10,000,000",2018年8月1日,81,1.0.4,com.cocoplay.roller.girl,https://www.tabtale.com,WeCare@TabTale.com
442,Live Portrait Maker: 女孩,Angela He,角色扮演,4.5,"45,096","1,000,000",2018年7月14日,37,2.32,com.zephyo.LivePortraitMaker,http://zephyo.github.io,liveportraitmaker@gmail.com
