排名,游戏名称,公司名称,分类,评分,评分人数,安装次数+,更新日期,大小M,当前版本,包名,网站,联系方式
293,CATS: Crash Arena Turbo Stars,ZeptoLab,动作,4.7,"1,907,833","50,000,000",2018年11月28日,因设备而异,2.15.1,com.zeptolab.cats.google,http://zeptolab.com,cats@zeptolab.com
294,War Robots,PIXONIC,动作,4.6,"3,372,284","50,000,000",2018年11月27日,37,4.5.0,com.pixonic.wwr,http://pixonic.com,wwr_support@pixonic.com
295,Caesars Slots: Free Slot Machines and Casino Games,Playtika,赌场,4.4,"456,572","10,000,000",2018年12月11日,因设备而异,2.70.1,com.playtika.caesarscasino,http://www.playtika.com,android@playtika.com
296,乐高?儿童 Create & Cruise,LEGO System A/S,教育,4.1,"706,623","50,000,000",2018年1月19日,73,6.7.5222,com.lego.bricksmore,http://service.lego.com/contactus,android@lego.com
297,The Sims? FreePlay,ELECTRONIC ARTS,模拟,4.3,"943,123","10,000,000",2018年12月3日,34,5.42.0,com.ea.games.simsfreeplay_na,http://www.firemonkeys.com.au/support%20,help@eamobile.com
298,Skillz - Logic Brain Games,App Holdings,益智,4.6,"271,727","10,000,000",2018年12月10日,37,4.8.3,net.rention.mind.skillz,,rentiondeveloper@gmail.com
299,Plane Hit!,Simplefreegames,街机,4.1,"1,091","100,000",2018年11月28日,25,1.12,com.fm.goplane,https://www.facebook.com/Footman-Game-Studio-156179358357609/?ref=bookmarks,footmanv12@gmail.com
300,Scary Teacher 3D,Z & K,模拟,4.2,"13,782","1,000,000",2018年11月6日,76,4.2.3,com.zakg.scaryteacher.hellgame,http://www.gvois.com,gvoiszubi@gmail.com
301,哈利波特: 霍格沃茨之谜,"Jam City, Inc.",冒险,4.4,"1,298,864","10,000,000",2018年12月5日,因设备而异,1.12.0,com.tinyco.potter,http://tinyco.com,help@tinyco.com
302,Solitaire TriPeaks,"GSN Games, Inc.",卡牌,4.5,"476,437","10,000,000",2018年12月11日,55,5.2.1.50412,com.gsn.android.tripeaks,https://solitairetripeaks.com/,solitairetripeakssupport@gsngames.com
303,Truth Or Dare,Marco Studios,休闲,4.2,"49,122","5,000,000",2018年12月3日,6.4,9.4.1,macrostudios.truthordare,,marcostudios40@gmail.com
304,Ultimate Car Driving Simulator,TopRacing Games,竞速,4.5,"176,663","10,000,000",2018年9月3日,95,3.0.1,com.sir.racing.ultimatecardrivingsimulator,,goldenbraingames@gmail.com
305,Flick Quarterback 19,Full Fat,体育,4.5,"31,996","1,000,000",2018年12月6日,97,4.1_21,com.fullfat.android.quarterback16,http://www.full-fat.com,appsupport@full-fat.com
306,Learn to Draw Glow Cartoon,ColorJoy,教育,4.3,"21,305","10,000,000",2018年10月24日,10,1.0.5,com.colorjoy.Learn.to.draw.glow.cartoon,,eyewind.org@hotmail.com
307,Combat Assault: CS PvP Shooter,GDCompany,动作,4.3,"36,923","1,000,000",2018年12月4日,70,1.25.39,com.polyplayinc.combatassault,,assistance.gdc@gmail.com
308,MONOPOLY Slots,Scientific Games Interactive,赌场,4.8,"55,610","1,000,000",2018年11月14日,100,1.22.0,com.scientificgames.monopolyslots,https://www.sginteractive.com/,android@monopoly.zendesk.com
309,Resort Hotel: Bay Story,WhaleApp LTD,益智,4.7,"2,791","500,000",2018年12月3日,因设备而异,1.2.0,com.whaleapp.resorthotel,http://www.whaleapp.com,support.resorthotel@whaleapp.com
310,4 in a row king,mobirix,桌面和棋类,4.2,"37,726","5,000,000",2018年11月7日,6.4,24.0,com.mobirix.connectfour,https://www.facebook.com/mobirixplayen,help@mobirix.com
311,Partymasters - Fun Idle Game,Playgendary,街机,4.6,"698,480","10,000,000",2018年11月19日,71,1.2.6,com.playgendary.partymasters,http://www.playgendary.com/,support@playgendary.com
312,糖果苏打传奇,King,休闲,4.4,"6,441,896","100,000,000",2018年12月10日,62,1.127.3,com.king.candycrushsodasaga,http://candycrushsodasaga.com/help/,candycrushsoda.techhelp@king.com
313,Fix it: Gear Puzzle,BitMango,益智,4.4,"7,916","1,000,000",2018年12月12日,28,2.2.4,com.bitmango.go.fixitgearpuzzle,https://www.facebook.com/bitmangogames,help@bitmango.com
314,Idle Farming Empire,Futureplay,模拟,4.6,"190,316","5,000,000",2018年11月29日,50,1.13.0,com.futureplay.boots,http://www.futureplaygames.com,support@futureplaygames.com
315,Dune!,VOODOO,街机,4.0,"246,600","10,000,000",2018年11月16日,42,4.5.4b,io.voodoo.dune,http://voodoo.io,support@voodoo.io
316,我的汉克狗,Outfit7 Limited,休闲,4.6,"856,477","50,000,000",2018年9月6日,98,1.8.3.161,com.outfit7.mytalkinghank,http://outfit7.com/contact/android/,support@outfit7.com
317,Word Crossy - A crossword game,Word Find,文字,4.5,"277,432","5,000,000",2018年11月15日,55,2.2.14,com.fillword.cross.wordmind.en,,Word_Crossy@outlook.com
318,王国纪元 (Lords Mobile),IGG.COM,策略,4.4,"3,669,526","100,000,000",2018年11月29日,因设备而异,1.85,com.igg.android.lordsmobile,http://www.igg.com,help.lordsmobile.android@igg.com
319,Word Search,Wordloco,文字,4.7,"372,347","10,000,000",2018年6月6日,3.9,1.1.3,com.wordloco.wordchallenge,,wordloco.contact@gmail.com
320,Vikings: War of Clans,Plarium LLC,策略,4.5,"794,235","10,000,000",2018年11月22日,75,因设备而异,com.plarium.vikings,http://www.plarium.com,games.support@plarium.com
321,Chapters: Interactive Stories,Crazy Maple Studio Dev,角色扮演,4.5,"96,898","1,000,000",2018年12月10日,96,1.4.0,com.mars.avgchapters,,accounts@crazymaplestudio.com
322,Line Puzzle: Pipe Art,BitMango,益智,4.6,"3,346","500,000",2018年12月12日,因设备而异,1.2.4,com.bitmango.go.linepuzzlepipeart,https://www.facebook.com/bitmangogames,help@bitmango.com
323,Stack Jump,VOODOO,街机,4.3,"138,565","10,000,000",2018年11月30日,42,1.4.8,io.voodoo.stackjump,http://www.voodoo.io,support@voodoo.io
324,纸牌,Solitaire Card Free Games Inc,卡牌,4.8,"98,243","5,000,000",2018年12月11日,21,2.64.0,com.cardgame.solitaire,,best.solitaire@me2zen.com
325,《劳德之家：终极树屋》,Nickelodeon,模拟,4.4,"31,756","1,000,000",2018年11月14日,72,1.4,com.mtvn.loudhouseapp,http://nick.com/appsupport,appsupport@nick.com
326,TETRIS,Electronic Arts Inc,益智,4.0,"202,944","10,000,000",2018年6月14日,57,3.0.10,com.ea.game.tetris2011_na,http://help.ea.com/en/tetris/tetris/,help@eamobile.com
327,拼字高手 - 英文填字游戏,Word Connect Games,文字,4.8,"160,196","1,000,000",2018年11月30日,因设备而异,因设备而异,com.crossword.bible.cookies.find.english,,funnyconnectgame@gmail.com
328,ABC Kids - Tracing & Phonics,RV AppStudios,教育,4.5,"40,379","10,000,000",2018年11月30日,因设备而异,因设备而异,com.rvappstudios.abc_kids_toddler_tracing_phonics,http://www.rvappstudios.com,app_support@rvappstudios.com
329,钢琴 - 弹钢琴和歌曲,Gismart,音乐,4.5,"905,245","50,000,000",2018年10月14日,因设备而异,1.38,com.gismart.realpianofree,https://gismart.com/piano/,support@gismart.com
330,Paper.io,VOODOO,街机,4.2,"391,846","10,000,000",2018年11月13日,53,3.7.6,io.voodoo.paperio,http://www.voodoo.io,support@voodoo.io
331,反应堆,Ketchapp,街机,4.4,"404,336","50,000,000",2018年10月3日,43,3.0,com.ketchapp.stack,http://www.ketchappgames.com,support@ketchappgames.com
332,人类进化的游戏唱首歌的人,WazzApps Casual,街机,4.5,"289,749","5,000,000",2018年12月11日,33,1.2.31,com.banana4apps.evolution,,Banana4apps@gmail.com
333,Emoji Craft,Green Panda Games,策略,4.6,"39,278","1,000,000",2018年12月10日,32,1.22,com.gpg.emojicraft,,support@greenpandagames.com
334,银河之战：深空射手,ONESOFT,街机,4.6,"234,623","10,000,000",2018年12月10日,42,1.290,com.game.space.shooter2,,rocket.br@onesoft.com.vn
335,Smash Hit,Mediocre,街机,4.5,"4,240,694","100,000,000",2015年11月26日,79,1.4.0,com.mediocre.smashhit,http://www.smashhitgame.com,smashhit@mediocre.se
336,Football Strike - Multiplayer Soccer,Miniclip.com,体育,4.5,"855,238","50,000,000",2018年11月1日,39,1.11.1,com.miniclip.footballstrike,http://www.miniclip.com/,support@miniclip.com
337,Line Puzzle: String Art,BitMango,益智,4.4,"117,898","10,000,000",2018年12月7日,因设备而异,1.4.0,com.bitmango.go.stringart,http://www.bitmango.com/,help@bitmango.com
338,决战高尔夫,Playdemic,体育,4.5,"1,410,212","10,000,000",2018年12月6日,69,120.0.6.229.0,com.playdemic.golf.android,http://www.playdemic.com,support@playdemic.mail.helpshift.com
339,Murder in the Alps,Nordcurrent,冒险,4.4,"184,552","1,000,000",2018年11月8日,91,2.2,com.nordcurrent.murderinalps,http://www.nordcurrent.com,info@nordcurrent.com
340,Smashy Road: Wanted,Bearbit Studios B.V.,动作,4.3,"553,671","10,000,000",2018年5月29日,52,1.2.6,com.rkgames.smashywanted,http://www.smashyroad.com/,support@bearbitstudios.com
341,杂技达人秀—— 秀出你自己！,Coco Play By TabTale,模拟,4.4,"36,851","1,000,000",2018年8月13日,37,1.0.0,com.cocoplay.gymnastics.acrobat,https://tabtale.com/,WeCare@TabTale.com
342,Head Ball 2,Masomo Gaming,体育,4.2,"528,608","10,000,000",2018年12月11日,102,1.74,com.masomo.headball2,https://www.headball2.com/,support@masomo.com
343,"Word Town: Search, find & crush in crossword games",HI STUDIO LIMITED,文字,4.4,"44,546","1,000,000",2018年12月10日,66,1.8.5,com.histudiogames.wordtowng,http://www.histudiogames.com,wordtown_129_2@histudiosupport.com
344,暗影格斗 3,NEKKI,角色扮演,4.4,"1,809,723","10,000,000",2018年12月6日,72,1.15.0,com.nekki.shadowfight3,http://www.nekki.com,support@nekki.mail.helpshift.com
345,MARVEL 蜘蛛侠：极限,Gameloft,动作,4.2,"2,364,685","100,000,000",2018年11月26日,50,4.5.3a,com.gameloft.android.ANMP.GloftSIHM,http://www.gameloft.com/,android.support@gameloft.com
346,熊猫泡泡,"Jam City, Inc.",益智,4.4,"920,171","50,000,000",2018年12月6日,99,7.4.105,com.sgn.pandapop.gp,http://www.playpandapop.com,support@pandapop.zendesk.com
347,Word Spot,TerranDroid,文字,4.7,"18,656","500,000",2018年12月1日,11,3.1.14,com.freestyle.wordpuzzle,http://www.terrandroid.com,support@terrandroid.com
348,Miraculous Ladybug & Cat Noir - The Official Game,Crazy Labs by TabTale,动作,4.5,"269,799","10,000,000",2018年12月11日,40,1.1.7,com.crazylabs.lady.bug,https://www.tabtale.com,WeCare@TabTale.com
349,FIFA足球,ELECTRONIC ARTS,体育,4.3,"4,783,511","100,000,000",2018年12月7日,70,12.1.03,com.ea.gp.fifamobile,http://www.ea.com/android,help@eamobile.com
350,貓跑酷: 設計家居,Ivy,角色扮演,4.3,"61,599","10,000,000",2018年12月11日,59,2.2.8,com.solou.catendless.run,,help@ivymobile.com
351,Cover Fire: 最好的射击游戏,Genera Games,动作,4.7,"1,020,920","10,000,000",2018年12月11日,31,1.10.4,com.generagames.resistance,http://www.generagames.com/,indiesupport@generagames.com
352,Stickman Football,Djinnworks GmbH,体育,4.2,"60,589","5,000,000",2018年11月28日,41,2.0,com.djinnworks.StickmanFootball,http://www.djinnworks.at,support@djinnworks.at
353,炫舞啦啦队,Coco Play By TabTale,角色扮演,4.5,"155,536","10,000,000",2018年7月27日,87,1.0.9,com.cocoplay.cheerleaders,https://www.tabtale.com/,WeCare@TabTale.com
354,精灵高中?美容院: 美妙尖牙时尚游戏,Crazy Labs by TabTale,角色扮演,4.4,"105,042","5,000,000",2018年12月3日,57,1.2.8,com.crazylabs.monster.high,https://www.tabtale.com,WeCare@TabTale.com
355,Modern Warplanes: Combat Aces PvP Skies Warfare,GDCompany,动作,4.3,"160,224","10,000,000",2018年12月7日,因设备而异,1.8.8,com.EvilChaotic.ModernWarplanes,,assistance.gdc@gmail.com
356,蘇丹的遊戲,"Mechanist Internet Technologies Co., Ltd.",角色扮演,4.3,"245,285","5,000,000",2018年12月7日,99,1.5.06,com.dc.hwsj,,support_gos@mechanist.co
357,Stick War: Legacy,Max Games Studios,策略,4.6,"929,140","10,000,000",2018年12月12日,76,1.9.30,com.maxgames.stickwarlegacy,http://www.maxgames.com,mobile@maxgames.com
358,Bingo Blitz?? Free BINGO & SLOTS - 賓果 老虎机,Playtika Santa Monica,赌场,4.4,"494,477","10,000,000",2018年11月28日,因设备而异,4.02.0,air.com.buffalo_studios.newflashbingo,http://www.playtika.com/#game/bingo-blitz,contact-SMO@playtika.com
359,Plants vs. Zombies 2 Free,ELECTRONIC ARTS,休闲,4.4,"580,891","10,000,000",2018年11月8日,16,7.0.1,com.ea.game.pvz2_na,http://support.popcap.com/mobile/android,help@eamobile.com
360,Z Day: Hearts of Heroes,KingsGroup Holdings,策略,3.9,"48,988","5,000,000",2018年12月10日,88,1.6.0,com.kingsgroup.ww2,https://www.facebook.com/ZDay-1764246300329144/,contact_zd@kingsgroupgames.com
361,Jackpot Party Casino Slots: 老虎机 - 角子机游戏,Scientific Games Interactive,赌场,4.5,"661,675","10,000,000",2018年12月3日,79,5005.03,com.williamsinteractive.jackpotparty,http://www.jackpotparty.com,support@jackpotpartycasino.zendesk.com
362,Hot Wheels: Race Off,Hutch Games,竞速,4.5,"568,722","50,000,000",2018年9月14日,97,1.1.11277,com.hutchgames.hotwheels,http://www.hutchgames.com,support@hutchgames.com
363,Hunt It,Play365,动作,4.4,"14,751","1,000,000",2017年1月30日,40,1.0.2,com.mastercomlimited.huntit,,TameikaHastin@gmail.com
364,"Chuck E.'s Skate Universe","Chuck E. Cheese's",动作,3.9,"95,985","10,000,000",2017年1月10日,44,1.12,com.cec.skateuniverse,http://www.chuckecheese.com,memories@cecentertainment.com
365,筏子上的生存: Survival on Raft - Ocean Nomad,Unisoft Games,模拟,4.3,"22,521","1,000,000",2018年12月11日,49,1.30,ocean.nomad.survival.simulator,http://gamesunisoft.com/,unisoftgames2018@gmail.com
366,WWE Champions 自由 免费解谜角色扮演游戏,Scopely,角色扮演,4.3,"295,813","10,000,000",2018年12月5日,83,0.321,com.scopely.whiplash,http://scopely.com/game/wwe-champions/,wwesupport@scopely.com
367,护婴达人——儿童游戏,TabTale,休闲,4.1,"21,604","5,000,000",2018年11月6日,45,1.0.5,com.tabtale.messybabysittertwo,http://www.tabtale.com/,WeCare@TabTale.com
368,说话的小熊免费,Talking Games - Free Games for Kids,休闲,4.1,"28,277","5,000,000",2018年11月19日,58,2.1.4.2,com.gi.talkinggummybear,http://www.mytalkingtoys.com,info@mytalkingtoys.com
369,L.O.L. Surprise Ball Pop,MGA Entertainment,休闲,4.3,"12,285","1,000,000",2018年12月5日,85,2.9,com.mgae.comlolsurprise.ballpop,https://lolsurprise.mgae.com,onlinedev@mgae.com
370,Fanatical Football,Mouse Games,体育,4.2,"430,674","10,000,000",2018年4月28日,16,1.16,com.wordsmobile.nfl,http://mouse-games.com,contact@mouse-games.com
371,Mazes & More,Leo De Sol Games,益智,4.6,"363,943","10,000,000",2018年12月8日,18,1.85,com.leodesol.games.classic.maze.labyrinth,http://maplemedia.io/,contact@maplemedia.io
372,Super Adventure of Jabber,gameone,街机,4.5,"132,228","10,000,000",2018年12月10日,20,5.5.3923,com.gameone.superadventuresofjabber.free,,gaming.one@hotmail.com
373,星球大战：银河英雄传,ELECTRONIC ARTS,角色扮演,4.5,"1,499,782","10,000,000",2018年12月4日,70,0.14.388097,com.ea.game.starwarscapital_row,http://www.starwarsgalaxyofheroes.com,help@eamobile.com
374,POP! Slots – 老虎机免费赌场,PlayStudios,赌场,4.6,"145,777","5,000,000",2018年12月6日,因设备而异,因设备而异,com.playstudios.popslots,http://www.popslotscasino.com/,community@popslotscasino.com
375,Archery Champ - Bow & Arrow King,Archery Champion Dev,体育,4.3,430,"10,000",2018年12月5日,50,1.1.5,com.archery.champ.king.bow,,roro43setia@outlook.com
376,碎碎曲奇,"Jam City, Inc.",益智,4.4,"899,350","50,000,000",2018年12月5日,因设备而异,因设备而异,air.com.sgn.cookiejam.gp,http://www.jamcity.com,support@cookiejam.zendesk.com
377,LEGO? DC Mighty Micros,LEGO System A/S,竞速,4.3,"153,236","10,000,000",2018年8月15日,63,1.6.1326,com.lego.superheroes.dccomicsmightymicros,http://www.lego.com,android@lego.com
378,Piano Solo - Classical Magic Game White Tiles 4,AMANOTES,音乐,4.5,"43,747","5,000,000",2018年12月5日,因设备而异,2.0.7,com.amanotes.classicalpiano,,support@amanotes.com
379,MORTAL KOMBAT X,Warner Bros. International Enterprises,动作,4.5,"3,244,515","10,000,000",2018年10月16日,20,1.21.0,com.wb.goog.mkx,http://support.wbgames.com,support@wbgames.com
380,Real Racing 3,ELECTRONIC ARTS,竞速,4.5,"365,138","10,000,000",2018年11月26日,32,7.0.0,com.ea.games.r3_na,http://www.firemonkeys.com.au/support,help@eamobile.com
381,Crayola Create and Play,Crayola LLC,教育,3.3,179,"10,000",2018年11月21日,85,1.4,com.crayolallc.crayola_create_and_play,http://www.crayola.com/app,support@crayola.com
382,Sonic Dash 2: Sonic Boom,SEGA,街机,4.5,"518,233","50,000,000",2018年10月1日,66,1.7.17,com.sega.sonicboomandroid,https://help.sega.net/,help@sega.net
383,家居设计 改造王,Storm8 Studios,模拟,4.1,"48,322","5,000,000",2018年12月9日,因设备而异,1.7.5.1g,in.loop.hdmakeover,http://www.storm8.com,support@storm8.com
384,Angry Birds Dream Blast,Rovio Entertainment Corporation,益智,4.2,812,"100,000",2018年12月3日,68,1.3.1,com.rovio.dream,https://www.rovio.com,support@rovio.com
385,Sonic the Hedgehog? Classic,SEGA,动作,4.4,"140,285","10,000,000",2018年11月21日,54,3.3.0,com.sega.sonic1px,http://help.sega.net,googleplay@segaofamerica.zendesk.com
386,战车撞僵尸2 (Earn to Die 2),Not Doppler,竞速,4.6,"1,407,900","50,000,000",2017年4月12日,99,1.3,com.notdoppler.earntodie2,http://www.notdoppler.com/earntodie2,android.support@notdoppler.com
387,Knife Strike - Knife Game to Hit,The Great Hippo,街机,3.9,"15,447","5,000,000",2018年12月11日,57,1.1.132,com.hippogame.sword.knife.hit.knifego,,ichestnutsgame2018@gmail.com
388,Stormfall: Saga of Survival,Plarium Global Ltd,冒险,4.5,"72,434","1,000,000",2018年12月6日,94,1.08.5,com.pacific.wildlands,http://www.plarium.com,survival.support@plarium.com
389,命中和击倒,mobirix,体育,4.5,"176,942","10,000,000",2018年11月12日,48,1.1.0,com.mobirix.throwball,https://www.facebook.com/mobirixplayen,help@mobirix.com
390,爸爸的小帮手,TabTale,休闲,4.1,"35,184","5,000,000",2018年10月30日,54,1.0.6,com.tabtale.daddylittlehelper,http://www.tabtale.com/,WeCare@TabTale.com
391,Last Day on Earth: Survival,Kefir!,动作,4.5,"2,669,470","50,000,000",2018年12月3日,70,1.11,zombie.survival.craft.z,http://kefirgames.ru/en,support@kefirgames.com
392,Crash Reward - Win Prizes,Dragonix,休闲,4.7,"32,194","500,000",2018年11月13日,41,1.0.7,com.interlinked.games.ball.crash.reward,https://dragonixgame.wordpress.com/,interlinked.games@gmail.com
393,Word Search: Hidden Words,BitMango,文字,4.6,"5,156","500,000",2018年12月11日,25,1.1.2,com.bitmango.go.wordsearchhiddenwords,https://www.facebook.com/bitmangogames,help@bitmango.com
394,Dog Run - Pet Dog Simulator,Green Tea Games,模拟,4.6,"131,053","10,000,000",2018年10月30日,23,1.6.33,com.greenteagames.dogracing3d,http://www.greenteagames.com,business@greenteagames.com
395,Coin Dozer: Casino,Game Circus LLC,赌场,4.7,"138,411","5,000,000",2018年7月10日,53,2.0,com.gamecircus.CoinDozerJackpot,http://gamecircus.com,support@gamecircus.com
396,Draw In,Lion Studios,街机,4.2,"64,882","10,000,000",2018年9月21日,81,1.1.3,com.supertapx.drawin,https://lionstudios.cc/,supertapx@lionstudios.cc
397,《疾速快線：復仇之路》,Space Ape Games,动作,4.7,"477,462","10,000,000",2018年12月11日,85,1.39.1.5667,com.spaceapegames.fastlane,http://www.spaceapegames.com,support@fastlanertr.com
398,Geometry Dash Meltdown,RobTop Games,街机,4.6,"1,611,466","50,000,000",2017年12月22日,48,1.01,com.robtopx.geometrydashmeltdown,http://www.robtopgames.com,support@robtopgames.com
399,Quick Hit 777 免费赌场游戏 - 玩老虎机,Scientific Games Interactive,赌场,4.4,"187,559","5,000,000",2018年12月11日,52,2.4.31,com.ballytechnologies.quickhitslots,https://www.sginteractive.com,support@quickhitslots.zendesk.com
400,呆萌小怪物（Best Fiends）- 免费益智游戏,Seriously Digital Entertainment Ltd.,休闲,4.7,"1,574,778","10,000,000",2018年12月7日,因设备而异,6.3.1,com.Seriously.BestFiends,http://seriously.com,support@seriously.com
401,MARVEL 神威战队,FoxNext Games,动作,4.3,"227,181","10,000,000",2018年12月10日,104,2.2.0,com.foxnextgames.m3,https://www.marvelstrikeforce.com/,foxnextgames.support@fox.com
402,Last Hope Sniper - Zombie War: Shooting Games FPS,JE Software AB,动作,4.6,"92,999","5,000,000",2018年11月16日,97,1.45,com.JESoftware.LastHopeSniperWar,http://www.jesoftware.se,support@jesoftware.se
403,Game of Thrones: Conquest?,Warner Bros. International Enterprises,策略,4.1,"121,357","5,000,000",2018年12月10日,93,1.12.232025,com.wb.goog.got.conquest,https://hbogamessupport.wbgames.com/hc/en-us/requests/new,support@wbgames.com
404,Flight Sim 2018,Ovidiu Pop,模拟,4.3,"35,698","1,000,000",2018年12月11日,45,1.2.3,com.ovilex.flightsim2018,http://www.ovilex.com/,ovidiu.pop.92@gmail.com
405,起床战争,Blockman Go Studio,冒险,4.5,"76,754","5,000,000",2018年11月8日,68,1.2.11,com.sandboxol.indiegame.bedwar,https://blockmango.net/,indiegames@sandboxol.com
406,迷失之岛：消消乐冒险,Plarium Global Ltd,益智,4.7,"213,170","1,000,000",2018年12月7日,90,1.1.575,com.plarium.blast,http://www.plarium.com,android@plarium.com
407,Trivia only. Free quiz game: QuizzLand,Quiz & Trivia Apps,知识问答,4.7,"41,480","1,000,000",2018年12月11日,43,1.1.092,com.xmonetize.quizzland,http://quizz.land/,contact@quizz.land
408,Knife Hit,Ketchapp,街机,4.5,"595,924","50,000,000",2018年12月11日,74,1.8.3,com.ketchapp.knifehit,http://www.ketchappgames.com,support@ketchappgames.com
409,糖果女巫,gameone,休闲,4.8,"52,617","1,000,000",2018年12月12日,48,9.7.3911,com.game.candywitch.cookie.stars.free,,gaming.one@hotmail.com
410,Solitaire - Grand Harvest,Supertreat,卡牌,4.8,"280,392","1,000,000",2018年11月26日,93,1.28.2,net.supertreat.solitaire,http://www.supertreat.net,sgh@supertreat.net
411,宝石消除传奇 – 经典粉碎宝石消消乐,Ivy,休闲,4.6,"31,878","1,000,000",2018年12月4日,30,2.8.2,com.lyoomatch.jewelscrush.princessadventure,,help@ivymobile.com
412,Golf Orbit,Green Panda Games,体育,3.9,"9,169","500,000",2018年11月29日,40,1.19,com.derwinstudio.golforbit,http://greenpandagames.com,support@greenpandagames.com
413,Heart of Vegas: Casino Slots - 拉斯 维加斯 - 老虎机游戏,Product Madness,赌场,4.5,"288,115","10,000,000",2018年12月10日,56,3.18.6,com.productmadness.hovmobile,http://www.productmadness.com,hovandroidsupport@productmadness.com
414,Dunk Hoop,Ketchapp,体育,4.4,"5,156","1,000,000",2017年12月23日,27,1.1,com.ketchapp.dunkhoop,http://www.ketchappgames.com,support@ketchappgames.com
415,可可冰雪公主,Coco Play By TabTale,休闲,3.9,"126,384","10,000,000",2018年7月20日,64,1.1.8,com.cocoplay.cocoiceprincess_googleplay,,WeCare@TabTale.com
416,Avakin Life - 3D 虚拟世界,Lockwood Publishing Ltd,角色扮演,4.4,"1,523,081","10,000,000",2018年12月11日,94,1.024.01,com.lockwoodpublishing.avakinlife,http://www.avakin.com/,support@avakin.com
417,儿童快乐涂鸦 - 童心童画 - Kids Doodle,Doodle Joy Studio,休闲,4.1,"417,360","50,000,000",2016年12月17日,因设备而异,因设备而异,com.doodlejoy.studio.kidsdoojoy,,doodle.joy.studio@gmail.com
418,Math | Riddles and Puzzles Math Game,Black Games,益智,4.4,"7,393","1,000,000",2018年10月27日,31,1.08,com.BlackGames.MathRiddles,http://blackgames.co,blackgames.social@gmail.com
419,Ted Ginn: Kick Return Football,DoubleTap Software,体育,4.4,"48,172","1,000,000",2018年4月23日,36,因设备而异,com.doubletapsoftware.kickreturngame,https://doubletapsoftware.com,kickreturnandroid@doubletapsoftware.com
420,Idle Heroes,DHGAMES,角色扮演,4.7,"506,351","10,000,000",2018年8月31日,99,1.16.0,com.droidhang.ad,,idleheroes.feedback@gmail.com
421,Criminal Minds: The Mobile Game,FTX Games LTD,益智,4.5,"18,056","100,000",2018年12月4日,58,1.49,com.ftxgames.cmdd,http://www.ftxgames.com,criminalminds@ftxgames.com
422,絕望之地Hopeless Land: 我要吃雞,HERO Game,动作,4.2,"604,835","10,000,000",2018年9月27日,49,1.0,com.herogame.gplay.hopelessland,,hopelessland@herogame.com
423,"Where's My Avocado? Draw lines",BitMango,益智,4.5,"20,784","5,000,000",2018年12月10日,40,1.3.3,com.bitmango.go.wheresmyavocadodrawlines,https://www.facebook.com/bitmangogames,help@bitmango.com
424,Hungry Shark World,Ubisoft Entertainment,动作,4.5,"1,357,616","50,000,000",2018年11月20日,35,3.1.2,com.ubisoft.hungrysharkworld,https://www.ubisoft.com/en-gb/game/hungry-shark-world/,android.support@ubisoft.com
425,3D台球,CanaryDroid,体育,4.5,"279,909","10,000,000",2018年10月24日,因设备而异,因设备而异,com.xs.pooltd,,contact@canadadroid.com
426,Uphill Rush Water Park Racing,Spil Games,竞速,4.4,"500,257","50,000,000",2018年12月6日,91,2.49.3,com.spilgames.UphillRush,http://spilgames.com,mobile.support@spilgames.com
427,Flippy Race,Ketchapp,街机,4.1,375,"100,000",2018年11月27日,44,1.0,com.ketchapp.flippyrace,http://www.ketchappgames.com,support@ketchappgames.com
428,先发制人 First Strike,Blindflug Studios AG,策略,4.2,"14,009","1,000,000",2018年11月6日,因设备而异,因设备而异,com.blindflugstudios.firststrike.free,http://www.blindflugstudios.com/,info@blindflugstudios.com
429,Dinosaur Hunt 2018,Timuz Games,动作,4.2,"23,489","10,000,000",2018年12月3日,71,2.9,com.bestfreegames.dinosaurhunt2018,http://bestfreegames.co/,games@bestfreegames.co
430,Flip Master,Miniclip.com,体育,4.5,"202,689","10,000,000",2018年8月23日,89,1.7.21,com.motionvolt.flipbounce,http://www.miniclip.com/,support@miniclip.com
431,Splashy!,VOODOO,街机,3.9,"39,219","5,000,000",2018年11月21日,52,1.4.4,com.appadvisory.booooing,https://www.instagram.com/pangolapp/,support@voodoo.io
432,Spades,Fuzzy Mobile Games,卡牌,4.5,"17,488","500,000",2018年9月19日,34,1.6.3,com.fuzzymobilegames.spades,,fuzzymobilegames@gmail.com
433,Sniper Strike – FPS 3D Shooting Game,Mobile Gaming Studios Ltd.,动作,4.6,"126,100","5,000,000",2018年12月1日,54,3.701,com.mgs.sniper1,http://www.eightpixelssquare.com/,support@sniperstrike.zendesk.com
434,Terrarium: Garden Idle,Green Panda Games,模拟,4.7,"96,978","1,000,000",2018年12月5日,37,1.13,sk.phx.terrarium,http://greenpandagames.com/fr,support@greenpandagames.com
435,发廊 - 水疗沙龙,Games from YovoGames !,休闲,4.1,"47,170","10,000,000",2018年8月22日,25,1.0.6,com.YovoGames.hair,http://www.yovogames.com,yovogames@gmail.com
436,Rider,Ketchapp,街机,4.5,"763,823","10,000,000",2018年10月8日,74,1.3,com.ketchapp.rider,http://www.ketchappgames.com,support@ketchappgames.com
437,Pirate Kings海岛冒险,Jelly Button Games,休闲,4.3,"1,261,713","10,000,000",2018年12月4日,73,6.4.8,com.jellybtn.cashkingmobile,http://www.jellybtn.com,Support@Piratekingsgame.com
