排名,游戏名称,公司名称,分类,评分,评分人数,安装次数+,更新日期,大小M,当前版本,包名,网站,联系方式
300,追星模飯生,Day7,模拟,4.7,280,"5,000",2018年12月6日,77,1.3,com.newday.girlssecretglobal,http://www.day7games.com/company/mainView.ctv?lang=en,day7officialinfo@gmail.com
301,Big Brain - Functional Brain Training,PocketLand,益智,4.6,108,"10,000",2018年12月11日,31,1.11,com.leodesol.games.big.brain.training.puzzle,,business@pocketland.com
302,Mentors RPG: Strategy TBS,Ice Storm,角色扮演,4.5,"10,140","100,000",2018年11月19日,51,0.10.4,com.icestorm.mentors,,isorbgame@gmail.com
303,Looney: Toons Bugs Rabbit Bunny Dash Run Rush,Serkan baba,街机,4.1,26,"1,000",2018年11月26日,39,1,app.Looneytoons.DashBugsRabbitBunnyRun.rush,,Yeter2232@gmail.com
304,Stick Game: The Fight,ChodaGames,街机,4.4,54,"5,000",2018年11月15日,6.3,1.0.0,com.chodagames.stickfight,,chodagames@gmail.com
305,无,无,无,无,无,无,无,无,无,com.auer.dawnbreak.trial.single.player.song.free.ice.fire,无,无
306,Slots 2019 - Free Slots Casino Game,PPGGame,赌场,4.4,97,"1,000",2018年12月8日,62,1.0.6,com.slots2018.slotscasino,,alleniversion9932@gmail.com
307,暗影传说：火柴人复仇,LEGENDARY St,动作,4.6,77,"10,000",2018年12月7日,因设备而异,1.1.6,com.legendary.shadow.fight,,idlelegend.st@gmail.com
308,Best Escape Game 525 Happy Warlock Rescue Game,Best Escape Game,益智,4.8,123,"1,000",2018年12月8日,13,1.0.0,air.com.bestescapegame.BestEscapeGame525HappyWarlockRescueGame,http://www.games4king.com/,games4kinginfo@gmail.com
309,Pixel Royale Battles — Survival & Shooter online,Pixel Royale Games for free,动作,5.0,7,100,2018年11月29日,90,1.0,battle.royale.survival.battleground,,gdevloizou@gmail.com
310,Poopsie Slime Surprise ?unicorn?,Bah Studio,模拟,4.2,127,"1,000",2018年12月1日,29,1.0,com.poop.slime.unicorn.games.one,,BahStudio@gmail.com
311,Pixel Paint,PlaySpot Games,益智,3.6,35,"10,000",2018年11月12日,59,1.7,com.relaxingbraintraining.pixelpaint,,f2p.media.group@gmail.com
312,Stronghold: A Hero’s Fate,Choice of Games LLC,角色扮演,4.6,197,"5,000",2018年11月25日,5.2,1.0.4,com.choiceofgames.stronghold,https://www.choiceofgames.com/,support-stronghold-gps@choiceofgames.com
313,City Merger,Fun Monkey Ltd,模拟,3.6,7,500,2018年11月29日,32,1.0.6,com.huuugegames.superhotelmerger,,funmonkeyltd@gmail.com
314,Deal Or No Deal Live,iPro Inc,休闲,4.9,7,100,2018年12月6日,41,1.0.0,com.ipro.emldond,https://www.ringitgames.com,shaan.devaraj@iprogames.com
315,Best Escape Games 118 Surprised Penguin Escape,Best Escape Games,益智,4.9,98,"1,000",2018年12月9日,14,1.0.0,air.com.bestescapegames.BestEscapeGames118SurprisedPenguinEscapeGame,http://www.kingescapegames.com,bestescapegames@gmail.com
316,丧尸国度,37GAMES,策略,4.0,78,"10,000",2018年12月12日,84,3.0.3,com.games37.zombie,http://en.37.com/,help@37.com
317,童军冒险。 为孩子们露营,Hippo Baby Games for Girls and for Boys,教育,4.7,21,"10,000",2018年11月13日,51,1.0.1,com.hippo_kids_games.camping_scouts_hiking.forest_camp,http://psvgamestudio.com,babygamepub@gmail.com
318,Helix Jump 2018,Bashar Alhasan,动作,3.7,79,"5,000",2018年11月27日,25,0.1,com.game.world,,basher199445@gmail.com
319,Street Gangster vs Hero Fighter,Games Cell,动作,3.5,2,500,2018年11月30日,48,1.1.1,com.gc.street.gangster.fighter,,gamescell2019@gmail.com
320,Second World War: real time strategy game!,Appscraft,策略,4.5,"1,216","100,000",2018年12月6日,100,1.18,ru.appscraft.worldwar2,http://www.appscraft.ru,admin@appscraft.ru
321,Ice Racing,BRIAU,街机,2.0,124,"1,000",2018年12月5日,13,1.0,com.racing.walliceracing,,saglioforlife2018@gmail.com
322,Merge Fish!,KAKAXI STUDIO,休闲,4.7,110,"5,000",2018年12月5日,32,1.0.4,com.joyfort.fishmerger,,xsanbbshryds@gmail.com
323,方塊拼圖,Block Puzzle Classic Game,益智,4.9,213,"10,000",2018年11月30日,18,1.7,com.spegame.blockpuzzlestone,,xubaozhongdashabi001@gmail.com
324,Live Chat With YoungBoy Never Broke Again - Prank,Tmchirou,模拟,2.7,6,500,2018年11月15日,2.3,1.0,comchat.with.youngboyneverbrokeagain,,davewapp@mail.ru
325,House Craft: Explore Dreams,House Castle Games,冒险,3.3,31,"5,000",2018年11月30日,25,1.0,com.house.craft.explore.dream,,gleburievdev@gmail.com
326,Super Rata,NEGAS,冒险,4.7,410,"5,000",2018年12月9日,3.4,1.0.1.0,com.negas.superrata,http://negas.tv,jonathan@ludeku.net
327,Thor Falls in Love - Crush on High School Girls,Tec Games,角色扮演,4.6,9,"5,000",2018年11月26日,40,1.0,com.tecgames.thorfallsinlove,http://tecvivid.com,games@tecvivid.com
328,Mini Craft : Exploration 2019,Mixwin,知识问答,3.4,179,"10,000",2018年11月15日,15,1.0,com.mixwin.minicraft,,rodatiga944@gmail.com
329,NY Police Battle Bank Robbery Gangster Crime,Desert Safari Studios,动作,4.4,112,"10,000",2018年11月28日,99,1.0,com.dss.bank.robbers.police.battle.game,http://www.desertsafaristudio.com,desertsafaristudios@gmail.com
330,Undertale Piano Tiles,Pedro Martello,音乐,3.2,48,"1,000",2018年11月16日,14,1.0,com.tompokpiano.undertalepianotiles,,gagalbersinar4@gmail.com
331,The Savior：免費射擊遊戲,Charm Tech.,冒险,4.3,335,"100,000",2018年12月10日,90,1.2,com.savior.zombieshootinggames,,charmgamesstudio@gmail.com
332,Block Puzzle Jewel Star,Awesome_team,益智,4.5,14,"10,000",2018年11月26日,28,1.3,com.block.jewel.tetris.pro.puzzle,,thunga240894@gmail.com
333,Horror School Game Craft Worls Monsters,Crafting and building maps Studio,冒险,3.1,26,"1,000",2018年11月28日,13,1.2,com.new.school.horror.game.craft.map,,alexandra.yundunova@gmail.com
334,Evolution of Species 2,Evolution of Games,街机,4.3,192,"5,000",2018年11月14日,25,1.0.0,com.EvolutionOfGames.EvolutionOfSpecies2,,evolutionofgamescompany@gmail.com
335,Fancy Yohoo Multiplayer:New Crazy Eights Extension,"FancyCorn Co.,Ltd",卡牌,4.6,32,"5,000",2018年12月6日,43,1.3.6,com.fancycornstudio.yohoo,http://www.fancycornstudio.com,contact@fancycornstudio.com
336,Descendants 2 Piano Game,Superior Mobile Games,音乐,4.2,54,"5,000",2018年11月15日,30,1.0,com.pianogame.tap.descendants2pianotiles,,zawettiox@gmail.com
337,Kavi Escape Game 497 Find Zombie Game,Kavi Games,益智,4.6,98,"1,000",2018年12月8日,14,1.0.0,air.com.kavigames.KaviEscapeGame497FindZombieGame,http://kavigames.com,kavigames2016@gmail.com
338,BigCraft：探索与生存,Voxel Sandbox : Exploration & Survival,街机,3.8,73,"1,000",2018年12月1日,30,1.0,com.craft.Big.building.crafting,,support@voxelsandbox.com
339,Zootype Cooking Master,SKY EYES,模拟,4.6,107,"1,000",2018年12月7日,51,20,cook.master.fever.craze,,esoultw1@gmail.com
340,Pixel Hunting：Micro Heroes,hui jingwei,角色扮演,1.8,6,100,2018年12月12日,363k,1.0,com.hermes.pixel.and.en,,hermesreturnz@gmail.com
341,Jurassic Island: Lost Ark Survival,Area730 Entertainment,冒险,4.5,191,"10,000",2018年12月11日,62,1.4.4,com.area730.survival,https://area730.com,team@area730.com
342,db Super warrior battle,new free games,动作,4.2,52,"1,000",2018年12月2日,19,1.6.3,dbsss.saiyanfighterss.dbsgame,,manuel78joaquin@gmail.com
343,Qwack Flip,Nocturnal Gaming,休闲,3.8,9,500,2018年12月12日,31,26,com.nocturnalgaming.skatepork,http://ErmergerdGaming.com,srevels@ermergerdgaming.com
344,Trump Saw Game 2,Inka-Games,冒险,4.4,404,"10,000",2018年12月10日,17,1.1.3,com.trump.game.saw,,vikaloenko89@gmail.com
345,Sky Hopper – Sky Jump Game for Free,Duoni,休闲,4.0,1,100,2018年12月7日,33,1.0,com.hippogames.upupup,,duonidalao2018@gmail.com
346,棒球高高手,Suen Mobizz,体育,4.0,17,"1,000",2018年11月22日,17,1.0,sports.Baseball.League,,WilsonSueno0@gmail.com
347,Super Tornado .Io Delux !,Ennui Studio Games,冒险,4.6,10,"1,000",2018年11月25日,43,1.4,com.EnnuiStudio.SuperTornadioDeluxe,http://www.ennuistudio.com,contacto@ennuistudio.com
348,Stickman jailbreak 2020,Kokoko,休闲,4.6,50,"5,000",2018年11月24日,22,1.0,air.sjdvadva,,dmitrijstar1@gmail.com
349,Flip Stack,Flip Stack Studio,模拟,4.7,6,100,2018年12月10日,41,1.01,com.flip.stack.trickster,,ltylsy111@gmail.com
350,Loco Craft : Creative And Survival Story Mode,Tilana Crafting 3D Games INC,冒险,3.1,277,"10,000",2018年11月26日,19,2.6,com.titala.lococraft_exploration_mini,,admin@tilana.es
351,Minicraft 2019,oussaluffe,冒险,3.4,218,"10,000",2018年12月8日,11,6.1.5,co.tur.bui,,princeoussama9631@gmail.com
352,OctoHits,YSO Corp,策略,3.0,399,"100,000",2018年12月8日,28,0.3.9,com.YsoCorp.Octohits,https://www.ysocorp.com,lucas.yalap@ysocorp.com
353,Beary Merry Bear Builder,BeBright Ltd,教育,4.6,53,"10,000",2018年11月15日,65,0.0.1,com.bebright.BuildABearWorkshop,https://www.bebright.me/,info@bebright.me
354,Best Escape Game 526 Brutal Monster Escape Game,Best Escape Game,益智,4.8,91,"1,000",2018年12月9日,14,1.0.0,air.com.bestescapegame.BestEscapeGame526BrutalMonsterEscapeGame,http://www.games4king.com/,games4kinginfo@gmail.com
355,"Lep's World Z",nerByte GmbH,冒险,4.1,71,"5,000",2018年12月9日,因设备而异,1.0,at.ner.zombieWorldFree,https://www.ZombieWorldGame.com,support@zombieworldgame.com
356,翻轉反彈,Mouse Games,体育,4.3,"1,649","100,000",2018年11月23日,20,1.1.0,com.mimos.flipbounce,http://mouse-games.com,contact@mouse-games.com
357,Whack Your Zombie Neighbour: Scorum Edition,Netcreeper Games,动作,4.8,31,"1,000",2018年12月12日,29,1.0.6,air.WYZNAndroid,https://www.whackit.co/,netcreepergames@gmail.com
358,TopDolls,TopDolls,冒险,4.2,5,100,2018年12月5日,28,1.18.6,com.topdolls.inner.test,http://www.topdolls.com,topdolls@topdolls.com
359,Basketball crew 2k18 - dunk stars street battle!,101XP LIMITED,体育,4.2,81,"10,000",2018年11月26日,40,10.0.555,com.xp101.basketball,https://basketball.101xp.com/,support@101xp.com
360,jevil clown - delta attack,GL-06 games studio,街机,4.8,45,"1,000",2018年12月2日,13,2,com.deltajevil.clown,,aiman.crk@gmail.com
361,Idle Spinner,iJoyGame,街机,4.7,72,"5,000",2018年12月10日,11,1.1.3,free.fidget.spinner.fastspinner,,smartwong2015@gmail.com
362,超级明星职业 (Superstar Career) - 装扮新星,Games For Girls O?,休闲,4.4,121,"10,000",2018年11月13日,因设备而异,1.0,com.gamesforgirlsfree.superstarcareer,,gamesforgirlsou@gmail.com
363,Chat With Jojo Siwa Prank,Team TV inc.,模拟,4.7,24,100,2018年12月3日,12,1.0,com.jojo.jojoichatappC,,nanouutt12@mail.ru
364,Mon Rush,VGames Studios,街机,4.7,23,"1,000",2018年12月7日,55,1.0.9,com.vgames.monrush,http://vgamestd.com/,vgamesdev@gmail.com
365,Hilly.io,Clown Games,街机,4.4,195,"5,000",2018年11月12日,38,1.0,com.clowngames.hillyio,http://www.clown.gs,info@clown.gs
366,Road Trip FRVR - 连接汽车拼图的道路,FRVR,益智,4.3,7,"1,000",2018年11月29日,因设备而异,1.0.0,com.frvr.roadtrip,https://frvr.com,info@frvr.com
367,Dunkers 2,Playback Studio,体育,4.0,13,"1,000",2018年12月5日,59,1.5,com.playbackgames.dunkers2,http://www.playbackgames.co.uk,info@playbackgames.co.uk
368,Smarter - Brain trainer & Mind games,Laurentiu Popa,益智,4.9,71,"5,000",2018年11月26日,7.0,1.0.71,net.rention.smarter,https://rention.net/smarter.html,smarter@rention.net
369,Zombie Crush Hill Road Drive,Oppana Games,竞速,4.8,6,"5,000",2018年12月7日,73,1.1,com.OppanaGames.zombie.crush.hill.road.drive,,oppanagames@gmail.com
370,Quote Coloring Pages For Adults,Tiny Play,休闲,3.7,3,500,2018年11月17日,20,2.0,com.TinyPlay.QuoteColouringBookNew,,tinyplay98@gmail.com
371,Pirate Code - PVP Battles at Sea,Codex7 Games,动作,4.4,18,"500,000",2018年12月11日,27,1.0.0,com.happyfish.piratecode,http://www.codex7.cn,support@codex7.cn
372,Visual novel games English: Love Gossip,"Ciagram CO., LTD.",模拟,4.4,93,"5,000",2018年12月3日,82,1.0.0,jp.co.ciagram.otome.games.lovegossipforeign,https://www.renaigame.xyz/,support+googleplay_lovegossipforeign@appli-contact.mobi
373,New Exploration: Big Craft,taniagludhkoo2,模拟,4.1,129,"10,000",2018年11月23日,14,1.1,com.bigexplore.generation,,taniagludhkoo231@gmail.com
374,Scenario Game:would you rather,Badger Digital,知识问答,4.8,16,100,2018年11月29日,12,1.0,com.badgerdigital.the.scenario.game,https://scenario-game.com,info@badger-digital.com
375,? Girls Fashion Dress Up,Daven Lab,模拟,3.9,16,"1,000",2018年12月4日,7.1,1.0.4,com.DavenLab.StarLightGlimmerDressUp,,contact.davenlab@gmail.com
376,The legend of Z emulator,Julius Games,冒险,3.6,42,"1,000",2018年11月14日,4.0,1.3.0,com.amego.nesemulatortitaniumgames_zelda,,juliusgames20@gmail.com
377,Body Temperature Converter,Cake Button Fantasy,模拟,4.3,144,"10,000",2018年11月16日,3.9,1.0,com.cakebuttonfantasy.bodytemperature,,cakebuttonfantasy@gmail.com
378,Xmas Santa Sleigh Rush Gift Delivery,Stylish Works,冒险,4.4,18,"1,000",2018年12月4日,46,1.1,com.stylish.works.xmas.santa.sleigh.gift.delivery,,stylishworks786@gmail.com
379,鬼城之谜 隐藏的对象游戏,Webelinx Hidden Object Games,冒险,4.5,35,"1,000",2018年12月7日,37,2.5,com.webelinx.GhostCityAdventureHiddenObjectGame.SearchAndFindGames,https://www.webelinx.com/,midvaapps@gmail.com
380,BigCraft: Build Modern City,bigogya,冒险,4.1,101,"5,000",2018年11月20日,33,3.1,com.modern.city.big.craft.bigcraft.crafting.games,,ogyaantv@gmail.com
381,Alpha Squad 5: RPG & PvP Online Battle Arena,Kongregate,角色扮演,4.1,"1,417","10,000",2018年12月6日,100,1.5.51,com.kongregate.mobile.cobra.google,http://www.kongregate.com,help@alphasquad5.zendesk.com
382,Sans Undertale Piano Game,Superior Mobile Games,音乐,3.7,66,"1,000",2018年11月16日,34,1.0,com.pianogame.tap.sansundertalepianotiles,,zawettiox@gmail.com
383,Harpoon FRVR - 矛钓鱼狂野,FRVR,街机,4.2,8,"1,000",2018年11月29日,因设备而异,1.2.1,com.frvr.harpoon,https://frvr.com,info@frvr.com
384,Banana Rush,Essabidoo,动作,3.6,69,"5,000",2018年11月14日,20,1.0,lol.banana.adventures,,jakedeve90@gmail.com
385,Best Escape Game 527 Doe Escape Game,Best Escape Game,益智,4.8,90,"1,000",2018年12月10日,14,1.0.0,air.com.bestescapegame.BestEscapeGame527DoeEscapeGame,http://www.games4king.com/,games4kinginfo@gmail.com
386,Jungle Monkey - Jungle World,KtGames,冒险,4.5,105,"10,000",2018年11月25日,42,1.0.0,com.xingangs.jungle.monkey,,xingangs1990@126.com
387,Games ??,Hiepvieri,模拟,2.6,14,"1,000",2018年11月30日,5.3,2.0,com.drssethis.Gamegh,,lamtaerpihiep@gmail.com
388,Kavi Escape Game 498 Paradise Angel Escape Game,Kavi Games,益智,4.8,91,"1,000",2018年12月9日,14,1.0.0,air.com.kavigames.KaviEscapeGame498ParadiseAngelEscapeGame,http://kavigames.com,kavigames2016@gmail.com
389,纸牌：克朗代克大厅,mobirix,卡牌,4.7,241,"10,000",2018年12月10日,40,1.3.0,com.mobirix.classicsolitaire,https://www.facebook.com/mobirixplayen,help@mobirix.com
390,Best Escape Games 117 Find My Toy Game,Best Escape Games,益智,4.8,108,"1,000",2018年12月7日,13,1.0.0,air.com.bestescapegames.BestEscapeGames117FindMyToyGame,http://www.kingescapegames.com,bestescapegames@gmail.com
391,泡泡射手,jinjin mahjong solitaire games,休闲,4.6,123,"5,000",2018年12月5日,38,1.0.0,bubble.shooter.squirrel.pop,,jinzhongliang8866@gmail.com
392,Legend Guardians - 動作角色扮演遊戲 Action Fighting RPG,Unimob,角色扮演,4.6,832,"50,000",2018年12月8日,因设备而异,1.0.2.3,com.unimob.legend.guardians,,support@unimobgame.com
393,Legend of Legion,"Shenzhen Leyi Network Co., Ltd.",策略,3.6,9,100,2018年11月30日,27,1.0.0,leyi.legendoflegion,https://www.facebook.com/LegendofLegion.Game,leyirobin@gmail.com
394,Power Derby,INKENT,赌场,4.2,145,"10,000",2018年12月7日,69,1.0.97.17.209,co.kr.InkEnt.PowerDerby2,https://www.facebook.com/powerderby/,support@inkent.co.kr
395,Weyrwood,Choice of Games LLC,角色扮演,4.2,75,"1,000",2018年11月29日,4.9,1.0.1,com.choiceofgames.weyrwood,https://www.choiceofgames.com/,support-weyrwood-gps@choiceofgames.com
396,Adventure of The Mega Rockmon,Penguin Gundum brothers.,角色扮演,4.4,37,"1,000",2018年11月22日,46,3.297,com.hero_robot.rock_man_mega_soft,,penguin_brothers_gundam@aol.com
397,Don-Ay: Pet Rescue,Affinity Project,模拟,4.9,43,500,2018年12月7日,58,1.39,com.AffinityPrj.DonAy,http://www.affinityprj.com,affinitydev@affinityprj.com
398,Helix Run,Skylark Games Studio,街机,4.5,65,"10,000",2018年12月11日,19,1.7.0,com.helixrun.helix,,your.your.sky@gmail.com
399,Trendy Stylist - Fashion Game ??,Polka Dot Studio,角色扮演,4.4,"1,292","100,000",2018年11月29日,31,2.24.2,net.polkadotstudio.fashionstylist,https://www.polkadotstudio.net,support@polkadotstudio.net
400,Donkey of Kong (emulador),Galax Studio,冒险,3.5,17,"1,000",2018年11月25日,3.9,1.3.0,com.amego.nesemulatortitaniumgames_donkeykong,,sebaa.gnzlz@gmail.com
401,3723/5000 血敌：生存射击游戏,Phoenix Games Team,动作,4.2,"3,428","100,000",2018年12月7日,63,1.8,com.blood.rivals.survival.action.free.shooting.fps.battleground.gun.war.game,,phoenixteam410@gmail.com
402,Lol Eggs Surpirse,SetDev9Games,街机,3.9,15,"1,000",2018年11月26日,42,1.0,com.lalasurprise.eggssurprisetm,,maduap@mail.ru
403,保姆：Hamky (倉鼠),RootJade,模拟,4.5,18,"5,000",2018年11月30日,43,1.02,com.RootJade.BabyCare_Hamky,,devkkj@gmail.com
404,Pocket adventure：Pixel Era,Effie Patry,角色扮演,3.9,57,"10,000",2018年11月23日,33,1.0.0,com.gurinmento.koudai.and.en,,gurinmento@gmail.com
405,Spark City,Walmart,模拟,4.3,6,"1,000",2018年11月15日,34,0.3.17,com.walmart.sparkCity,https://www.walmart.com,googmobile@wal-mart.com
406,7Days! - 轻小说文字冒险游戏,"Buff Studio Co.,Ltd.",冒险,4.2,44,"1,000",2018年11月29日,84,1.0,com.buffstudio.sevendays_free,http://www.buffstudio.com,help@buffstudio.com
407,Master Sling Car - Drift Game,Jet Manning,街机,4.2,42,"10,000",2018年11月30日,38,1.2,com.launchgame.driftcar.sport,,jetmanning125@gmail.com
408,GnGeo - Neogeo Arcade Emulator,Xiat Emu Corp,街机,2.8,13,"1,000",2018年11月30日,3.1,1.0.6,com.neopop.neogeo.poco,,XiatCorp@hotmail.com
409,FireBall 3D : Christmas Special,xR Interactive,街机,4.7,29,"1,000",2018年12月7日,19,1.9,fire.ball.game,,shoonyagames@gmail.com
410,Pambi Planet,Dalas Galaxy,街机,4.7,"1,041","10,000",2018年12月12日,25,1,com.DalasGalaxy.PambiPlanet,,DalasGalaxyApps@gmail.com
411,Mega NES - Games Emulator,MegaNes Team,模拟,3.7,27,"1,000",2018年11月21日,4.1,1.0,com.meganes.fcgames.emu,,meganesemu@ezingroup.co
412,Color Tap,Halfbrick Studios,动作,3.7,15,"1,000",2018年12月3日,49,0.0.7,com.halfbrick.colourtap,http://www.halfbrick.com,halfbrick.aus@gmail.com
413,Left 4 Dead 2D,Edouard Murat,动作,4.0,38,"1,000",2018年12月10日,18,1.8,com.edouardmurat.left4dead2d,,edouardmurat1@gmail.com
414,Undisputed Champ,Frank & Jordan,体育,4.4,20,"1,000",2018年12月2日,21,1.0.0,com.stencyl.undisputed,http://fjgames.co/undisputed-champ/,support@fjgames.co
415,Last Hero - 战火硝烟,Leopard Games Studio,街机,4.3,65,"5,000",2018年12月11日,17,1.0.3,leopard.games.last.hero,,leopard.games.studio@gmail.com
416,Dollhouse Decorating: 匹配 3 和女生的设计游戏,Fat Lion Games: Crafting & Building Adventure,冒险,4.5,156,"10,000",2018年12月5日,69,1.165,games.fatlion.dollhouse.match.three.candy.home.design.king,https://fatlion.games/,admin@fatlion.games
417,Hello Dog of Scary Neighbor Strange House,Marshmelo,模拟,3.2,19,"1,000",2018年11月30日,58,3.1,com.tubominoposetete.fsaletlagdra,,support@labsdevscompact.com
418,魔术拼图?：适合孩子的童话游戏,GoKids!,教育,4.7,19,"10,000",2018年11月15日,45,0.1.6,com.gokids.magicpuzzle,https://www.facebook.com/GoKidsMobile,info@gokidsmobile.com
419,Will I get a gift from Santa,Nova Games 2 Play,休闲,4.7,9,500,2018年11月26日,8.9,1.0.1,com.santa.giftfromsanta,,novagames2play@gmail.com
420,Age of Civilizations II - Lite,?ukasz Jakowski,策略,4.4,132,"1,000",2018年12月11日,78,1.01415_ELA_LITE,age.of.civilizations2.jakowski.lukasz.lite,https://store.steampowered.com/app/603850/Age_of_Civilizations_II/,jakowskidev@gmail.com
421,DS Emulator Nintendo 2ds 3ds Games,Coloid,街机,2.0,63,"1,000",2018年11月12日,11,1.42,com.yuliadrt.ds.emulator.nintendo.ds.ds.games,,yuliadrt@gmail.com
422,Cooking with Nasreen,The Game Storm Studios,街机,4.6,"4,151","100,000",2018年12月12日,83,1.5,com.gss.cooking.with.nasreen,http://www.thegamestormstudios.com,support@thegamestormstudios.com
423,Totally T.A.B.S Accurate Battle Simulator.,King of Games studio,模拟,3.1,10,500,2018年12月5日,23,1.1,com.KG.fm,,kingofgame.std.dev@gmail.com
424,Sky Balls 3D,onepunchapp,休闲,4.9,30,100,2018年12月1日,30,1.2,com.onepunchapp.skyballs,,jorostoyanow@gmail.com
425,Animated Christmas Coloring Book,Baderat Puzzle Games,桌面和棋类,5.0,4,"5,000",2018年12月7日,35,1.1,com.baderat.coloringbook.christmas2018,http://hartwellcorp.net,contact@hartwellcorp.net
426,Project Charon: Space Fighter,Home Net Games,动作,4.4,253,"10,000",2018年11月18日,53,2.0,com.HomeNetGames.ProjectCharon,https://homenetgames.com,support@homenetgames.com
427,Find The Differences - Detective 3,10P STUDIO,益智,4.5,72,"5,000",2018年12月11日,95,1.3.6,com.puzzles.game.fd.three,,murd@boooea.com
428,复仇之心,第九行星网络科技有限公司,街机,4.6,72,500,2018年12月10日,27,1.26,com.djxx.dr2,http://www.djxxgame.com/,liuke@djxxgame.com
429,iAssociate 3,Animoca Brands,文字,4.4,276,"5,000",2018年12月3日,38,1.0.4,com.animocabrands.google.iassociate3,http://www.animocabrands.com,support@animocabrands.com
430,Block Master,Do Global Games,街机,4.0,4,500,2018年12月3日,因设备而异,因设备而异,com.global.blockmaster,,lichen@do-global.com
431,Cute & Tiny Space - Kids Explore Stars & Planets,Cute & Tiny Baby Games,教育,4.0,4,"1,000",2018年12月11日,30,1.0.24,com.cuteandtinybabygames.cutetinyspace.free,http://www.zaidimustudija.lt,info@zaidimustudija.lt
432,Spill Cola,Skylark Games Studio,益智,3.9,75,"10,000",2018年12月7日,24,1.5.0,com.spillcola.spillit,,your.your.sky@gmail.com
433,Calling of Angels,WangYiDeGame,角色扮演,4.4,308,"5,000",2018年12月7日,32,9.0,com.calling.angel,,wangyi666haha@gmail.com
434,MiniCraft: 3D Adventure Crafting Games,Suhery Kering,冒险,4.1,28,"1,000",2018年12月4日,30,6.6.0,com.jmblo.mini.craft.minicraft.big.castle,,erybongsu@gmail.com
435,Slime Time 3D!,Family Games Time,休闲,3.1,19,"1,000",2018年11月29日,53,1.3.1,com.Slime.SlimeTime3D,,familygamestime@gmail.com
436,Scary Granny Doll - The Horror Game,ClawsDev,街机,4.3,18,"1,000",2018年11月23日,59,0.2,com.Dev,,claussss14@yahoo.com
437,Super Snoupy: Christmas Pop 2018,ABE Games,冒险,4.6,58,"1,000",2018年11月17日,19,1.3,com.snoupy.gameofbubbles,,dahimelg95@gmail.com
438,Fire boy and Water girl : Ice Temple,Victorious G.Co,益智,3.2,9,500,2018年12月6日,16,1.0.1,com.full.bsmemorygame,,LiJunHei88@gmail.com
439,为孩子们着色奔十,Pomidoro Games,休闲,4.3,16,"5,000",2018年11月26日,6.9,0.10,com.pomigames.benocol,,andreykutimov34234@gmail.com
440,Live Chat With Annabelle doll - Prank,Tmchirou,模拟,4.0,22,"1,000",2018年11月15日,2.3,1.0,comchat.with.annabelledoll,,davewapp@mail.ru
441,无,无,无,无,无,无,无,无,无,com.senjia.adventureworld,无,无
442,Epic Snails,Screenzilla,动作,3.4,26,"1,000",2018年12月7日,73,1.4.1,com.rocketsnail.epicsnails,http://screenzilla.com,hello@screenzilla.com
443,Text Twister 2018 Light,App Marketing Center,文字,3.0,2,500,2018年11月27日,2.2,1.0,com.twisterforfreelighter,http://www.appmarketingcenter.com,contact@appmarketingcenter.com
444,Sniper Man,Blockot Games,动作,3.9,18,"1,000",2018年12月11日,49,1.1.3,com.blockot.sniperman.sniperhero.shootinggame,,turbo.gamerz2018@gmail.com
445,super sonic rush subway,devdark,街机,4.6,9,"1,000",2018年11月26日,31,1.0,com.Subway.SuperSonicRushSubway,,badreddine.del@gmail.com
446,"Kitty Powers' Speed Date",Magic Notion Ltd.,街机,4.1,36,"1,000",2018年11月29日,60,1.1,com.magicnotion.speeddate,http://www.magicnotion.com,info@magicnotion.com
447,Bubble Friends Bubble Shooter Pop,Narcade,益智,4.9,147,"5,000",2018年11月17日,50,1.0.1,com.nar.bubblefriends,,gokceictas@gmail.com
448,Cartoon Crush,Bubble Shooter Artworks,冒险,4.7,202,"10,000",2018年11月15日,因设备而异,1.1.3,blast.cartoon,http://www.ilyon.net,support@ilyon.net
449,美容院：公主,Games from YovoGames !,休闲,5.0,2,"1,000",2018年12月11日,49,1.0.4,com.YovoGames.beautySalon2,http://yovogames.com,yovokids@gmail.com
450,"Hidden Object: Santa's Christmas Village",Ralp Games,休闲,3.8,4,500,2018年12月6日,87,1.0,com.ralpgames.santavillage,,Ralpgames@flashgamelicense.com
451,Ralph Craft City Run,Toshiba09082018,街机,4.4,7,"1,000",2018年11月17日,24,1.1,com.inter.run.ralph.craft,,Tushiba09082018@gmail.com
452,The Red Town,KalidanDev,动作,2.0,23,"1,000",2018年11月12日,3.0,9.0,pest.redtt.tom.post,,toncleondukinze@gmail.com
453,Humbug,Dunderbit,益智,4.7,136,"5,000",2018年12月8日,30,1.2.0,com.dunderbit.humbug,https://www.dunderbit.com,contact@dunderbit.com
454,Luxury Limousine Transporter Truck,Trendish,模拟,4.5,2,"1,000",2018年12月8日,62,1.0,com.luxury.limo.transport.truck,,Ahmadniazi1234t@gmail.com
455,Color by Number 3D - Pixel Art Coloring Games,Pinso Marketing Limited,益智,3.9,58,"10,000",2018年11月22日,31,1.1,com.pixel.art.color.number,,picfunapps@gmail.com
456,Donuts Inc.,Lifebelt Games Pte. Ltd.,模拟,4.7,6,100,2018年12月7日,55,1.0,com.LifebeltGames.DonutsInc,http://www.lifebeltgames.com,contact@lifebeltgames.com
